Accelerometer,,,
t (msec),Accel x, Accel y, Accel z
14969.74,-4.44,-0.46,-9.04
14989.73,-4.44,-0.46,-7.66
15009.75,-3.68,-0.46,-7.66
15030.34,-3.68,-0.46,-7.66
15049.74,-3.68,-0.46,-7.66
15069.73,-3.68,-0.46,-10.27
15089.73,-3.68,-0.46,-10.27
15109.77,-3.68,-0.46,-10.27
15130.57,-3.68,-4.44,-10.27
15149.74,-4.9,-4.44,-2.91
15169.74,-4.9,-4.44,-2.91
15189.74,-4.9,-4.44,-2.91
15209.76,-4.9,-1.69,-2.91
15230.32,-4.75,-1.69,-8.12
15249.74,-4.75,-1.69,-8.12
15269.74,-4.75,-0.46,-8.12
15289.75,-4.75,-0.46,-8.12
15309.78,-5.21,-0.46,-7.81
15330.35,-5.21,-0.46,-7.81
15349.74,-5.21,-1.84,-7.81
15369.74,-4.14,-1.84,-7.81
15389.76,-4.14,-1.84,-7.81
15409.76,-4.14,-1.84,-7.81
15430.34,-4.14,-1.69,-10.73
15449.75,-6.44,-1.69,-10.73
15469.74,-6.44,-1.69,-10.73
15489.73,-6.44,-1.69,-10.42
15509.75,-6.44,-1.69,-10.42
15530.33,-5.98,-1.69,-10.42
15549.74,-5.98,-3.06,-10.42
15569.73,-5.98,-3.06,-9.04
15590.14,-4.75,-3.06,-9.04
15609.73,-4.75,-3.06,-9.04
15630.25,-4.75,-5.98,-9.04
15649.74,-4.75,-5.98,-8.27
15669.73,-4.75,-5.98,-8.27
15689.73,-4.75,-6.59,-8.27
15709.75,-4.75,-6.59,-8.27
15730.34,-4.75,-6.59,-7.2
15749.74,-4.75,-6.59,-7.2
15769.73,-3.22,-8.58,-7.2
15789.74,-3.22,-8.58,-5.82
15809.75,-3.22,-8.58,-5.82
15830.45,-3.22,-8.58,-5.82
15849.75,-2.15,-6.9,-5.82
15869.74,-2.15,-6.9,-5.52
15889.76,-2.15,-6.9,-5.52
15909.86,-2.15,-6.9,-5.52
15930.18,-0.61,-5.98,-5.52
15949.75,-0.61,-5.98,-4.14
15969.74,-0.61,-5.98,-4.14
15989.74,-0.61,-7.51,-4.14
16009.75,-0.61,-7.51,-4.14
16030.36,-1.07,-7.51,-4.14
16049.74,-1.07,-7.51,-2.3
16069.73,-1.07,-7.51,-2.3
16089.74,-2.76,-8.43,-2.3
16109.75,-2.76,-8.43,-2.3
16130.33,-2.76,-8.43,-1.84
16149.74,-2.76,-8.43,-1.84
16169.74,-3.06,-9.04,-1.84
16189.74,-3.06,-9.04,-1.84
16209.75,-3.06,-9.04,-1.84
16229.73,-3.06,-9.04,-1.84
16249.73,0.15,-9.81,-1.38
16269.73,0.15,-9.81,-1.38
16290.3,0.15,-9.81,-1.38
16309.74,0.15,-9.81,-1.38
16329.73,-1.53,-9.35,-1.07
16349.73,-1.53,-9.35,-1.07
16369.73,-1.53,-9.35,-1.07
16390.37,-1.53,-8.27,-2.3
16409.74,-2.76,-8.27,-2.3
16429.73,-2.76,-8.27,-2.3
16449.74,-2.76,-8.27,-2.3
16469.73,-2.76,-9.19,-3.98
16490.32,-3.22,-9.19,-3.98
16509.74,-3.22,-9.19,-3.98
16529.73,-3.22,-9.19,-3.37
16549.73,-3.22,-11.49,-3.37
16569.73,-3.06,-11.49,-3.37
16590.31,-3.06,-11.49,-3.37
16610.57,-3.06,-11.49,-0.77
16629.73,-3.06,-9.04,-0.77
16649.73,-1.99,-9.04,-0.77
16669.73,-1.99,-9.04,0.77
16690.3,-1.99,-9.04,0.77
16709.73,-1.99,-10.11,0.77
16729.73,-2.45,-10.11,0.77
16749.73,-2.45,-10.11,-0.77
16769.76,-2.45,-10.11,-0.77
16790.33,-2.45,-10.11,-0.77
16809.74,-3.37,-10.11,-0.77
16829.74,-3.37,-10.11,-1.69
16849.73,-3.37,-9.04,-1.69
16869.94,-3.68,-9.04,-1.69
16890.37,-3.68,-9.04,-1.69
16909.74,-3.68,-9.04,-1.38
16929.74,-3.68,-9.04,-1.38
16949.73,-3.68,-9.35,-1.38
16970.1,-3.68,-9.35,-2.6
16990.31,-3.68,-9.35,-2.6
17009.74,-3.68,-9.35,-2.6
17029.85,-2.91,-9.04,-2.6
17050.44,-2.91,-9.04,-0.46
17069.76,-2.91,-9.04,-0.46
17090.26,-2.91,-9.04,-0.46
17109.76,-1.23,-8.58,-0.46
17129.94,-1.23,-8.58,-4.6
17149.73,-1.23,-8.58,-4.6
17169.76,-1.23,-8.58,-4.6
17190.32,-2.6,-8.58,-4.6
17209.74,-2.6,-8.58,-1.69
17229.72,-2.6,-8.58,-1.69
17249.74,-2.45,-8.58,-1.69
17269.75,-2.45,-8.58,-1.69
17290.31,-2.45,-8.27,-4.75
17309.74,-2.45,-8.27,-4.75
17329.74,-2.15,-8.27,-4.75
17349.74,-2.15,-8.27,-4.75
17369.75,-2.15,-5.98,-11.95
17390.86,-2.15,-5.98,-11.95
17409.72,-3.37,-5.98,-11.95
17429.75,-3.37,-5.98,-11.95
17450.48,-3.37,-2.15,-6.13
17469.76,-3.37,-2.15,-6.13
17490.26,-2.76,-2.15,-6.13
17509.75,-2.76,-2.15,-6.13
17529.74,-2.76,-1.38,-16.24
17549.73,-2.76,-1.38,-16.24
17569.75,-3.22,-1.38,-16.24
17589.87,-3.22,-7.35,-15.48
17610.21,-3.22,-7.35,-15.48
17629.78,-3.22,-7.35,-15.48
17649.75,-2.76,-7.35,-15.48
17669.76,-2.76,5.06,-9.19
17690.29,-2.76,5.06,-9.19
17709.76,-2.76,5.06,-9.19
17729.74,4.44,5.06,-9.19
17750.33,4.44,3.68,-10.73
17769.76,4.44,3.68,-10.73
17790.61,4.44,3.68,-10.73
17809.77,4.44,3.68,-10.73
17829.76,4.44,5.52,-7.51
17849.75,4.44,5.52,-7.51
17869.76,0.61,5.52,-7.51
17891.18,0.61,1.53,-7.51
17909.73,0.61,1.53,-7.51
17929.76,0.61,1.53,-7.51
17949.73,-7.05,1.53,-7.51
17970.44,-7.05,6.74,-7.51
17990.2,-7.05,6.74,-7.81
18009.75,-7.05,6.74,-7.81
18029.76,-2.76,6.74,-7.81
18049.74,-2.76,5.21,-7.81
18069.75,-2.76,5.21,-6.9
18090.34,-3.83,5.21,-6.9
18109.74,-3.83,5.21,-6.9
18129.72,-3.83,5.82,-6.9
18149.73,-3.83,5.82,-5.21
18169.74,-5.82,5.82,-5.21
18190.31,-5.82,5.82,-5.21
18209.74,-5.82,1.99,-5.21
18229.73,-7.2,1.99,-5.82
18249.74,-7.2,1.99,-5.82
18269.75,-7.2,1.99,-5.82
18290.3,-7.2,1.23,-5.82
18309.74,-4.9,1.23,-6.9
18329.74,-4.9,1.23,-6.9
18349.74,-4.9,1.23,-6.9
18369.75,-4.9,0.31,-6.9
18391.25,-4.9,0.31,-14.86
18409.74,-5.82,0.31,-14.86
18429.74,-5.82,0.31,-14.86
18449.74,-5.82,0.31,-14.86
18469.75,-5.82,-3.37,-12.56
18490.34,-5.82,-3.37,-12.56
18509.73,-6.13,-3.37,-12.56
18529.74,-6.13,-3.37,-12.56
18549.74,-6.13,0.31,-4.75
18569.75,-6.13,0.31,-4.75
18590.32,-4.29,0.31,-4.75
18610.57,-4.29,0.31,-4.75
18629.73,-4.29,1.84,-8.73
18649.74,-5.67,1.84,-8.73
18669.75,-5.67,1.84,-8.73
18690.31,-5.67,1.84,-8.73
18709.74,-5.67,-0.31,-6.9
18729.73,-9.81,-0.31,-6.9
18749.74,-9.81,-0.31,-6.9
18769.75,-9.81,-0.31,-6.9
18790.31,-9.81,0.61,-5.36
18809.74,-8.27,0.61,-5.36
18829.73,-8.27,0.61,-5.36
18849.74,-8.27,1.23,-5.67
18869.75,-8.27,1.23,-5.67
18890.41,-6.28,1.23,-5.67
18909.74,-6.28,1.23,-5.67
18929.74,-6.28,0.31,-7.35
18949.74,-6.74,0.31,-7.35
18969.75,-6.74,0.31,-7.35
18990.31,-6.74,0.31,-7.35
19009.74,-6.74,0.92,-6.59
19029.73,-7.05,0.92,-6.59
19049.74,-7.05,0.92,-6.59
19069.75,-7.05,0.92,-6.59
19090.3,-7.05,2.91,-5.21
19109.74,-10.11,2.91,-5.21
19129.74,-10.11,2.91,-5.21
19149.74,-10.11,3.37,-7.51
19169.76,-10.11,3.37,-7.51
19190.32,-8.89,3.37,-7.51
19209.74,-8.89,3.37,-7.51
19229.73,-8.89,1.23,-7.05
19249.74,-6.44,1.23,-7.05
19269.75,-6.44,1.23,-7.05
19290.3,-6.44,1.23,-7.05
19309.74,-6.44,4.6,-5.21
19329.74,-11.19,4.6,-5.21
19349.73,-11.19,4.6,-5.21
19369.75,-11.19,4.6,-5.21
19390.33,-8.73,4.6,-5.52
19409.75,-8.73,-0.31,-5.52
19429.74,-8.73,-0.31,-5.52
19449.74,-8.73,-0.31,-5.52
19469.75,-8.73,-0.31,2.15
19490.32,-11.49,5.06,2.15
19509.74,-11.49,5.06,2.15
19529.74,-11.49,5.06,2.15
19549.73,-11.49,5.06,-4.9
19569.75,-8.43,-3.98,-4.9
19590.32,-8.43,-3.98,-4.9
19610.58,-8.43,-3.98,-4.9
19629.73,-8.43,-3.98,0.61
19649.73,-6.59,-2.45,0.61
19669.74,-6.59,-2.45,0.61
19690.34,-6.59,-2.45,1.38
19709.74,-6.59,-2.45,1.38
19729.74,-10.57,0.77,1.38
19749.73,-10.57,0.77,1.38
19769.75,-10.57,0.77,1.38
19790.3,-10.57,0.77,5.82
19809.73,-10.57,3.06,5.82
19829.73,-10.57,3.06,5.82
19849.73,-10.57,3.06,5.82
19869.75,-4.9,3.06,12.26
19890.32,-4.9,3.83,12.26
19909.76,-4.9,3.83,12.26
19929.74,-1.23,3.83,11.19
19949.74,-1.23,3.83,11.19
19969.75,-1.23,3.98,11.19
19990.32,-1.23,3.98,11.19
20009.73,-1.23,3.98,9.5
20031.61,-1.23,3.98,9.5
20050.23,-1.23,1.07,9.5
20069.74,-1.23,1.07,9.5
20089.74,1.38,1.07,6.9
20109.74,1.38,1.07,6.9
20129.73,1.38,1.07,6.9
20150.35,1.38,1.07,6.9
20169.74,1.38,1.07,6.44
20189.74,1.38,-0.46,6.44
20209.74,1.38,-0.46,6.44
20229.74,1.38,-0.46,6.44
20250.33,1.38,-0.46,8.43
20269.74,-3.22,-2.3,8.43
20289.73,-3.22,-2.3,8.43
20309.74,-3.22,-2.3,9.5
20329.75,-3.22,-2.3,9.5
20350.32,-7.05,1.53,9.5
20369.74,-7.05,1.53,9.5
20389.74,-7.05,1.53,10.42
20409.75,-5.82,2.91,10.42
20429.75,-5.82,2.91,10.42
20450.35,-5.82,2.91,10.42
20469.74,-5.82,2.91,8.89
20489.73,-3.68,2.91,8.89
20509.74,-3.68,2.91,8.89
20529.75,-3.68,2.91,8.89
20550.32,-3.68,2.15,9.35
20569.74,-1.69,2.15,9.35
20589.73,-1.69,2.15,9.35
20610.14,-1.69,2.91,9.19
20629.73,-1.69,2.91,9.19
20650.24,-1.23,2.91,9.19
20669.74,-1.23,2.91,9.19
20689.73,-1.23,2.6,10.73
20709.74,-1.23,2.6,10.73
20729.75,-0.46,2.6,10.73
20750.32,-0.46,2.6,10.73
20769.74,-0.46,2.6,9.35
20789.73,-0.46,2.6,9.35
20809.73,-0.92,2.6,9.35
20829.75,-0.92,2.76,9.35
20850.33,-0.92,2.76,9.35
20869.74,-0.92,2.76,9.04
20889.73,-1.53,2.76,9.04
20909.74,-1.53,2.76,9.04
20929.74,-1.53,3.22,9.04
20959.31,-1.53,3.22,7.81
20969.76,-1.53,3.22,7.81
20989.77,-1.23,3.22,7.81
21009.75,-1.23,2.76,9.5
21029.84,-1.23,2.76,9.5
21050.02,-1.38,2.76,9.5
21069.73,-1.38,2.76,9.5
21089.79,-1.38,2.76,9.19
21109.78,-1.38,2.76,9.19
21129.77,-1.38,2.76,9.19
